,station,prcp,name,latitude,longitude,elevation
0,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
1,USC00519397,0.04,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
2,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
3,USC00519397,0.12,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
4,USC00519397,0.4,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
5,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
6,USC00519397,0.08,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
7,USC00519397,0.08,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
8,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
9,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
10,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
11,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
12,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
13,USC00519397,0.13,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
14,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
15,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
16,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
17,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
18,USC00519397,,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
19,USC00519397,,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
20,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
21,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
22,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
23,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
24,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
25,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
26,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
27,USC00519397,1.32,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
28,USC00519397,0.42,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
29,USC00519397,0.06,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
30,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
31,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
32,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
33,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
34,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
35,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
36,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
37,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
38,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
39,USC00519397,0.06,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
40,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
41,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
42,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
43,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
44,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
45,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
46,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
47,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
48,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
49,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
50,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
51,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
52,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
53,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
54,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
55,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
56,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
57,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
58,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
59,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
60,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
61,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
62,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
63,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
64,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
65,USC00519397,0.15,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
66,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
67,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
68,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
69,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
70,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
71,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
72,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
73,USC00519397,0.24,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
74,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
75,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
76,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
77,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
78,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
79,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
80,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
81,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
82,USC00519397,0.07,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
83,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
84,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
85,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
86,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
87,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
88,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
89,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
90,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
91,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
92,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
93,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
94,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
95,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
96,USC00519397,0.13,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
97,USC00519397,0.14,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
98,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
99,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
100,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
101,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
102,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
103,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
104,USC00519397,0.14,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
105,USC00519397,0.12,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
106,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
107,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
108,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
109,USC00519397,0.43,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
110,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
111,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
112,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
113,USC00519397,0.52,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
114,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
115,USC00519397,0.04,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
116,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
117,USC00519397,0.05,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
118,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
119,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
120,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
121,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
122,USC00519397,0.13,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
123,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
124,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
125,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
126,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
127,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
128,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
129,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
130,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
131,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
132,USC00519397,0.02,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
133,USC00519397,0.04,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
134,USC00519397,0.12,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
135,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
136,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
137,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
138,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
139,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
140,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
141,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
142,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
143,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
144,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
145,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
146,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
147,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
148,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
149,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
150,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
151,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
152,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
153,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
154,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
155,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
156,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
157,USC00519397,0.16,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
158,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
159,USC00519397,0.04,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
160,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
161,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
162,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
163,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
164,USC00519397,0.18,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
165,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
166,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
167,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
168,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
169,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
170,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
171,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
172,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
173,USC00519397,0.51,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
174,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
175,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
176,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
177,USC00519397,0.31,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
178,USC00519397,2.62,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
179,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
180,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
181,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
182,USC00519397,0.07,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
183,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
184,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
185,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
186,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
187,USC00519397,0.06,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
188,USC00519397,0.06,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
189,USC00519397,0.01,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
190,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
191,USC00519397,0.03,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
192,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
193,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
194,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
195,USC00519397,1.19,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
196,USC00519397,0.73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
197,USC00519397,0.47,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
198,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
199,USC00519397,0.35,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
200,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
201,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
202,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
203,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
204,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
205,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
206,USC00519397,0.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
